order_id,order_date,store_id,customer_id,product_id,qty,unit_price,promo_code,line_total,payment_method
301555,2024-01-15,202,5017,1020,2,51.31,,102.62,ApplePay
301556,2024-01-15,204,5010,1022,1,83.24,,83.24,Card
301557,2024-01-15,201,5018,1005,1,33.44,,33.44,Card
301558,2024-01-15,204,5022,1022,1,72.21,,72.21,Cash
301559,2024-01-15,201,5083,1019,2,55.93,,111.86,Card
301560,2024-01-15,201,5058,1005,1,33.68,,33.68,Card
301561,2024-01-15,201,5053,1002,1,27.7,WEEKEND5,26.31,Card
301562,2024-01-15,204,5001,1007,1,34.21,WELCOME10,30.79,ApplePay
301563,2024-01-15,202,5088,1003,1,32.75,,32.75,Card
301564,2024-01-15,202,5061,1017,1,53.57,,53.57,Card
301565,2024-01-15,204,5100,1024,1,76.57,,76.57,Card
301566,2024-01-15,202,5089,1024,1,78.18,WEEKEND5,74.27,Card
301567,2024-01-15,203,5100,1003,2,32.43,,64.86,ApplePay
301568,2024-01-15,202,5031,1013,2,53.2,,106.4,ApplePay
301569,2024-01-15,203,5031,1007,1,33.67,WEEKEND5,31.99,Card
301570,2024-01-15,203,5066,1025,1,78.81,,78.81,Card
301571,2024-01-15,203,5019,1024,1,78.99,,78.99,Card
301572,2024-01-15,204,5053,1003,1,29.18,,29.18,Card
301573,2024-01-15,202,5076,1015,1,46.82,,46.82,Cash
301574,2024-01-15,202,5074,1018,1,54.17,WELCOME10,48.75,Card
301575,2024-01-15,204,5095,1010,1,45.66,WELCOME10,41.09,
301576,2024-01-15,204,5022,1023,1,71.87,,71.87,Card
301577,2024-01-15,202,5023,1007,1,35.45,,35.45,Card
301578,2024-01-15,204,5087,1009,1,38.99,WEEKEND5,37.04,
301579,2024-01-15,204,5015,1005,1,34.56,,34.56,ApplePay
301580,2024-01-15,203,5026,1020,1,53.13,,53.13,Cash
301581,2024-01-15,204,5003,1008,1,32.9,,32.9,ApplePay
301582,2024-01-15,203,5087,1014,2,AED 42.70,,85.4,Card
301583,2024-01-15,201,5020,1004,1,AED 31.22,,31.22,Card
301584,2024-01-15,203,5040,1020,1,52.01,,52.01,Cash
301585,2024-01-15,203,5039,1014,1,38.81,,38.81,ApplePay
301586,2024-01-15,204,5072,1012,1,42.2,,42.2,Cash
301587,2024-01-15,202,5018,1002,1,29.9,WELCOME10,26.91,Card
301588,2024-01-15,201,5041,1013,1,52.05,WEEKEND5,49.45,Card
301589,2024-01-15,201,5070,1001,1,25.73,,25.73,Tabby
301590,2024-01-15,201,5027,1020,1,56.14,,56.14,Card
301591,2024-01-15,202,5100,1007,1,35.2,,35.2,Card
301592,2024-01-15,201,5015,1025,1,75.16,WELCOME10,67.64,Card
301593,2024-01-15,201,5037,1009,1,36.15,,36.15,ApplePay
301594,2024-01-15,202,5058,1026,1,77.19,,77.19,Tabby
301595,2024-01-15,201,5005,1017,2,50.95,WELCOME10,91.71,Tabby
301596,2024-01-15,204,5073,1021,1,73.92,BUNDLE15,62.83,Card
301597,2024-01-15,204,5007,1023,1,76.22,,76.22,Card
301598,2024-01-15,203,5041,1013,1,54.89,,54.89,Card
301599,2024-01-16,204,5009,1002,2,28.2,,56.4,Card
301600,2024-01-16,202,5001,1003,1,30.34,,30.34,Tabby
301601,2024-01-16,202,5009,1009,1,37.74,WELCOME10,33.97,
301602,2024-01-16,201,5023,1019,1,50.76,,50.76,Card
301603,2024-01-16,201,5045,1019,1,51.92,BUNDLE15,44.13,Card
301604,2024-01-16,204,5002,1017,2,45.21,,90.42,Card
301605,2024-01-16,201,5014,1018,1,53.69,,53.69,ApplePay
301606,2024-01-16,201,5038,1011,1,49.2,,49.2,Card
301607,2024-01-16,201,5040,1012,1,43.34,,43.34,Card
301608,2024-01-16,204,5063,1003,1,29.12,,29.12,Card
301609,2024-01-16,201,5082,1018,1,50.13,,50.13,Cash
301610,2024-01-16,203,5016,1024,1,71.72,,71.72,ApplePay
301611,2024-01-16,204,5093,1006,3,37.3,,111.9,ApplePay
301612,2024-01-16,203,5075,1007,2,36.0,,72.0,Card
301613,2024-01-16,204,5006,1001,1,24.91,WEEKEND5,23.66,Card
301614,2024-01-16,203,5003,1006,1,37.03,,37.03,Card
301615,2024-01-16,204,5014,1018,1,55.61,,55.61,Card
301616,2024-01-16,202,5066,1013,1,51.31,WELCOME10,46.18,
301617,2024-01-16,201,5096,1022,2,68.85,WELCOME10,123.93,ApplePay
301618,2024-01-16,201,5095,1019,2,52.88,,105.76,Cash
301619,2024-01-16,204,5075,1007,1,34.32,BUNDLE15,29.17,Card
301620,2024-01-16,203,5086,1019,1,57.65,,57.65,Card
301621,2024-01-16,202,5067,1009,1,AED 40.67,,40.67,Card
301622,2024-01-16,203,5031,1003,1,27.31,,27.31,Card
301623,2024-01-16,201,5033,1023,1,74.87,BUNDLE15,63.64,ApplePay
301624,2024-01-16,201,5088,1012,2,46.24,WELCOME10,83.23,ApplePay
301625,2024-01-16,203,5001,1020,2,49.7,,99.4,ApplePay
301626,2024-01-16,204,5044,1024,1,77.47,WELCOME10,69.72,ApplePay
301627,2024-01-16,204,5015,1018,1,49.57,,49.57,Card
301628,2024-01-16,203,5037,1008,1,36.2,,36.2,Cash
301629,2024-01-16,201,5027,1009,2,40.96,,81.92,Tabby
301630,2024-01-16,203,5048,1013,1,51.58,,51.58,ApplePay
301631,2024-01-16,201,5027,1008,1,35.02,,35.02,Card
301632,2024-01-16,203,5012,1022,1,73.05,,73.05,Card
301633,2024-01-16,204,5067,1010,1,43.89,,43.89,Card
301634,2024-01-16,202,5030,1017,1,51.74,WEEKEND5,49.15,Card
301635,2024-01-16,201,5096,1007,2,AED 35.19,,70.38,Card
301636,2024-01-16,202,5087,1017,2,46.25,,92.5,Card
301637,2024-01-16,204,5066,1023,2,75.15,BUNDLE15,127.76,Card
301638,2024-01-16,203,5007,1018,1,52.1,WELCOME10,46.89,ApplePay
301639,2024-01-16,204,5034,1024,1,79.44,BUNDLE15,67.52,Tabby
301640,2024-01-16,202,5032,1002,1,26.54,,26.54,ApplePay
301641,2024-01-16,204,5039,1003,1,30.49,,30.49,Cash
301642,2024-01-16,204,5096,1019,1,55.96,,55.96,Card
301643,2024-01-16,203,5043,1001,1,26.0,WEEKEND5,24.7,Card
301644,2024-01-16,202,5043,1021,1,65.67,WELCOME10,59.1,Card
301645,2024-01-16,202,5078,1021,1,AED 76.23,,76.23,Card
301646,2024-01-16,202,5003,1010,1,43.33,WELCOME10,39.0,Card
301647,2024-01-16,201,5046,1021,1,65.02,,65.02,ApplePay
301648,2024-01-16,204,5032,1014,1,43.72,,43.72,Card
301649,2024-01-16,202,5043,1013,4,52.7,,210.8,Card
301650,2024-01-16,204,5100,1009,3,37.27,BUNDLE15,95.04,Cash
301651,2024-01-16,203,5081,1006,2,37.0,WEEKEND5,70.3,Card
301652,2024-01-16,203,5003,1006,1,34.65,,34.65,Cash
301653,2024-01-16,201,5074,1019,2,45.92,,91.84,Card
301654,2024-01-16,201,5063,1021,1,73.75,,73.75,Card
301655,2024-01-16,203,5040,1010,1,49.06,,49.06,Card
301656,2024-01-16,202,5018,1023,1,74.96,,74.96,Card
301657,2024-01-16,203,5067,1003,2,27.55,,55.1,Card
301658,2024-01-16,204,5062,1018,2,51.0,,102.0,Card
301659,2024-01-16,201,5010,1021,1,AED 67.25,,67.25,Cash
301660,2024-01-16,201,5052,1019,-1,52.05,,-52.05,Card
301661,2024-01-16,203,5073,1005,1,35.66,WELCOME10,32.09,ApplePay
301662,2024-01-16,202,5046,1025,1,76.72,,76.72,Card
301663,2024-01-16,202,5055,1011,1,46.05,WELCOME10,41.45,ApplePay
301664,2024-01-16,204,5046,1010,1,43.46,,43.46,Card
301665,2024-01-16,201,5075,1017,2,52.62,,105.24,Card
301666,2024-01-16,203,5060,1004,2,30.35,,60.7,Card
301667,2024-01-16,203,5097,1026,2,80.58,,161.16,Card
301668,2024-01-16,201,5100,1021,1,68.58,,68.58,ApplePay
301669,2024-01-16,203,5026,1018,1,49.04,,49.04,Tabby
301670,2024-01-16,201,5027,1018,3,52.01,WELCOME10,140.43,ApplePay
301671,2024-01-16,202,5038,1001,2,23.78,BUNDLE15,40.43,Tabby
301672,2024-01-16,202,5022,1014,1,44.22,,44.22,Card
301673,2024-01-16,203,5026,1008,1,38.47,,38.47,Tabby
301674,2024-01-16,202,5086,1002,1,30.19,,30.19,Cash
301675,2024-01-16,202,5069,1019,1,51.8,,51.8,Card
301676,2024-01-16,204,5035,1015,2,42.49,,84.98,Card
301677,2024-01-17,201,5072,1009,1,37.73,,37.73,Card
301678,2024-01-17,201,5019,1020,1,56.86,,56.86,Card
301679,2024-01-17,201,5032,1024,1,75.97,,75.97,Card
301680,2024-01-17,204,5095,1003,1,31.4,,31.4,Card
301681,2024-01-17,203,5029,1004,2,30.62,BUNDLE15,52.05,Cash
301682,2024-01-17,201,5041,1010,1,45.03,,45.03,Card
301683,2024-01-17,203,5075,1004,1,31.29,WELCOME10,28.16,Card
301684,2024-01-17,204,5045,1022,2,75.57,,151.14,Cash
301685,2024-01-17,204,5013,1009,1,34.66,,34.66,Card
301686,2024-01-17,201,5027,1022,1,73.26,,73.26,Cash
301687,2024-01-17,203,5019,1001,1,25.31,,25.31,Card
301688,2024-01-17,203,5026,1005,1,32.52,,32.52,Cash
301689,2024-01-17,201,5053,1009,2,40.91,BUNDLE15,69.55,Card
301690,2024-01-17,202,5051,1005,1,34.51,WELCOME10,31.06,Card
301691,2024-01-17,202,5037,1006,1,35.01,,35.01,Card
301692,2024-01-17,204,5009,1019,1,53.59,WELCOME10,48.23,ApplePay
301693,2024-01-17,204,5092,1008,2,38.02,,76.04,Card
301694,2024-01-17,202,5096,1010,2,43.68,,87.36,Card
301695,2024-01-17,202,5052,1011,1,45.97,WELCOME10,41.37,Cash
301696,2024-01-17,202,5054,1013,2,51.28,,102.56,Cash
301697,2024-01-17,201,5003,1020,2,50.77,,101.54,Cash
301698,2024-01-17,201,5096,1004,1,34.65,,34.65,Cash
301699,2024-01-17,201,5069,1011,1,49.1,,49.1,Card
301700,2024-01-17,201,5008,1012,1,45.13,,45.13,Card
301701,2024-01-17,201,5014,1005,1,33.69,,33.69,ApplePay
301702,2024-01-17,201,5003,1010,1,46.5,WEEKEND5,44.17,Card
301703,2024-01-17,204,5024,1025,2,82.47,,164.94,Card
301704,2024-01-17,203,5013,1024,1,77.55,,77.55,Cash
301705,2024-01-17,204,5043,1007,1,32.71,WEEKEND5,31.07,Card
301706,2024-01-17,203,5029,1021,1,72.19,,72.19,ApplePay
301707,2024-01-17,204,5072,1009,1,38.22,,38.22,Card
301708,2024-01-17,204,5051,1009,1,38.12,,38.12,Card
301709,2024-01-17,201,5042,1010,2,46.29,BUNDLE15,78.69,Card
301710,2024-01-17,201,5031,1010,4,44.25,WELCOME10,159.3,Card
301711,2024-01-17,203,5063,1002,1,25.78,,25.78,Card
301712,2024-01-17,203,5026,1004,1,33.65,WEEKEND5,31.97,ApplePay
301713,2024-01-17,201,5018,1008,1,38.59,,38.59,Card
301714,2024-01-17,204,5082,1014,1,43.6,,43.6,Card
301715,2024-01-17,203,5057,1017,1,50.95,,50.95,Card
301716,2024-01-17,202,5007,1013,1,55.56,WELCOME10,50.0,Card
301717,2024-01-17,202,5048,1021,1,69.57,WELCOME10,62.61,Card
301718,2024-01-17,202,5080,1024,2,69.78,,139.56,Card
301719,2024-01-17,203,5060,1018,1,53.21,,53.21,Card
301720,2024-01-17,201,5033,1018,1,51.54,,51.54,Card
301721,2024-01-17,201,5003,1013,1,52.96,,52.96,Card
301722,2024-01-17,201,5004,1008,2,32.8,,65.6,Card
301723,2024-01-17,203,5100,1026,2,80.61,,161.22,Cash
301724,2024-01-17,203,5004,1012,2,46.72,WEEKEND5,88.77,Cash
301725,2024-01-17,202,5042,1025,1,79.48,,79.48,Card
301726,2024-01-17,203,5009,1023,1,76.32,,76.32,Card
301727,2024-01-17,202,5051,1024,1,82.96,,82.96,ApplePay
301728,2024-01-17,202,5017,1021,2,74.16,,148.32,Card
301729,2024-01-17,201,5017,1001,2,25.97,,51.94,
301730,2024-01-17,203,5097,1020,1,52.7,,52.7,Cash
301731,2024-01-17,201,5020,1018,3,53.61,,160.83,Card
301732,2024-01-17,201,5014,1003,1,30.6,,30.6,Card
301733,2024-01-17,203,5022,1012,2,46.84,,93.68,Card
301734,2024-01-17,203,5052,1019,1,53.59,,53.59,Card
301735,2024-01-17,204,5027,1025,1,82.98,,82.98,ApplePay
301736,2024-01-17,202,5043,1013,1,55.92,,55.92,ApplePay
301737,2024-01-17,204,5003,1010,1,45.77,,45.77,ApplePay
301738,2024-01-17,202,5088,1015,2,44.04,,88.08,ApplePay
301739,2024-01-17,202,5094,1020,2,51.9,WELCOME10,93.42,Card
301740,2024-01-17,202,5008,1002,1,29.11,BUNDLE15,24.74,Card
301741,2024-01-17,201,5086,1019,1,55.85,,55.85,Cash
301742,2024-01-17,201,5089,1003,1,29.26,,29.26,Card
301743,2024-01-17,203,5010,1014,2,40.92,,81.84,Card
301744,2024-01-17,202,5029,1007,1,35.36,,35.36,Card
301745,2024-01-17,202,5040,1008,3,39.33,BUNDLE15,100.29,Card
301746,2024-01-17,202,5065,1011,1,47.44,,47.44,ApplePay
301747,2024-01-17,201,5021,1022,2,66.26,,132.52,Cash
301748,2024-01-17,203,5024,1020,1,50.43,,50.43,Card
301749,2024-01-17,201,5073,1006,1,37.56,BUNDLE15,31.93,ApplePay
301750,2024-01-17,204,5060,1011,1,47.55,,47.55,Card
301751,2024-01-17,204,5026,1017,1,48.1,BUNDLE15,40.88,Cash
301752,2024-01-18,202,5066,1006,1,36.1,,36.1,ApplePay
301753,2024-01-18,203,5079,1022,2,76.97,,153.94,Card
301754,2024-01-18,202,5073,1009,3,36.83,,110.49,Card
301755,2024-01-18,204,5047,1017,1,46.48,,46.48,Card
301756,2024-01-18,202,5081,1008,2,34.39,,68.78,Card
301757,2024-01-18,203,5052,1026,1,81.5,,81.5,Cash
301758,2024-01-18,202,5018,1013,2,50.01,,100.02,Card
301759,2024-01-18,204,5079,1005,2,35.11,,70.22,Card
301760,2024-01-18,201,5018,1022,1,75.2,WEEKEND5,71.44,Card
301761,2024-01-18,203,5024,1022,1,73.82,,73.82,Card
301762,2024-01-18,202,5023,1017,1,46.15,BUNDLE15,39.23,Card
301763,2024-01-18,203,5012,1003,1,29.91,,29.91,ApplePay
301764,2024-01-18,202,5023,1006,2,39.51,,79.02,ApplePay
301765,2024-01-18,201,5021,1014,1,AED 39.19,,39.19,Cash
301766,2024-01-18,204,5064,1015,1,43.03,,43.03,ApplePay
301767,2024-01-18,202,5090,1014,2,47.37,,94.74,Card
301768,2024-01-18,202,5072,1011,1,47.08,,47.08,Card
301769,2024-01-18,201,5094,1011,1,48.32,WEEKEND5,45.9,Cash
301770,2024-01-18,203,5034,1009,2,37.02,,74.04,ApplePay
301771,2024-01-18,204,5002,1006,1,36.53,,36.53,Card
301772,2024-01-18,202,5069,1015,1,42.05,,42.05,ApplePay
301773,2024-01-18,202,5031,1012,1,45.11,,45.11,Cash
301774,2024-01-18,204,5097,1006,2,35.97,,71.94,Card
301775,2024-01-18,201,5068,1001,1,23.44,,23.44,ApplePay
301776,2024-01-18,203,5070,1025,2,79.54,WEEKEND5,151.13,Card
301777,2024-01-18,204,5087,1016,3,45.17,,135.51,Tabby
301778,2024-01-18,203,5019,1020,2,57.69,,115.38,Cash
301779,2024-01-18,201,5072,1015,1,41.51,,41.51,Card
301780,2024-01-18,201,5013,1002,1,26.04,,26.04,Card
301781,2024-01-18,204,5065,1017,1,49.27,,49.27,Card
301782,2024-01-18,202,5006,1003,1,29.13,,29.13,Cash
301783,2024-01-18,201,5071,1003,1,AED 29.69,WELCOME10,26.72,Card
301784,2024-01-18,201,5027,1005,2,34.27,,68.54,ApplePay
301785,2024-01-18,204,5079,1017,1,50.17,,50.17,ApplePay
301786,2024-01-18,204,5052,1023,1,79.88,,79.88,Card
301787,2024-01-18,204,5098,1017,1,48.4,,48.4,Tabby
301788,2024-01-18,201,5087,1020,1,57.27,WEEKEND5,54.41,Card
301789,2024-01-18,203,5048,1006,1,37.3,WELCOME10,33.57,ApplePay
301790,2024-01-18,201,5088,1001,1,26.92,WELCOME10,24.23,ApplePay
301791,2024-01-18,204,5079,1007,1,35.39,,35.39,ApplePay
301792,2024-01-18,202,5099,1026,1,87.57,,87.57,Card
301793,2024-01-18,202,5068,1015,2,44.16,,88.32,Card
301794,2024-01-18,204,5044,1007,1,32.54,,32.54,Card
301795,2024-01-18,202,5017,1019,3,50.61,WEEKEND5,144.24,Card
301796,2024-01-18,201,5095,1020,1,52.07,WELCOME10,46.86,Card
301797,2024-01-18,203,5038,1022,2,69.11,,138.22,Card
301798,2024-01-18,201,5010,1011,1,47.14,,47.14,ApplePay
301799,2024-01-18,204,5054,1023,1,74.48,,74.48,Cash
301800,2024-01-18,201,5091,1014,1,46.45,,46.45,Card
301801,2024-01-18,202,5006,1013,3,48.38,WEEKEND5,137.88,Card
301802,2024-01-18,201,5006,1020,1,50.2,,50.2,Card
301803,2024-01-18,203,5052,1026,1,83.01,,83.01,Card
301804,2024-01-18,202,5015,1025,2,79.23,,158.46,Card
301805,2024-01-18,203,5068,1009,1,36.53,WELCOME10,32.88,Card
301806,2024-01-18,203,5057,1009,1,39.86,,39.86,Card
301807,2024-01-18,203,5056,1016,3,48.91,,146.73,Card
301808,2024-01-18,201,5007,1012,1,44.92,WELCOME10,40.43,ApplePay
301809,2024-01-18,201,5051,1010,1,AED 42.95,WELCOME10,38.66,Card
301810,2024-01-18,201,5058,1006,1,36.35,,36.35,Card
301811,2024-01-18,201,5064,1018,1,46.9,,46.9,ApplePay
301812,2024-01-18,202,5026,1002,2,27.64,,55.28,Card
301813,2024-01-18,201,5058,1020,1,55.57,,55.57,Card
301814,2024-01-18,202,5031,1009,1,39.05,,39.05,ApplePay
301815,2024-01-18,203,5066,1019,1,50.39,,50.39,ApplePay
301816,2024-01-18,202,5092,1006,1,AED 32.48,,32.48,Card
301817,2024-01-18,204,5013,1002,1,27.4,,27.4,Card
301818,2024-01-18,201,5018,1015,1,48.61,,48.61,Card
301819,2024-01-18,204,5094,1017,2,48.0,,96.0,Cash
301820,2024-01-18,202,5075,1016,1,46.57,,46.57,Card
301821,2024-01-18,201,5013,1021,1,73.73,,73.73,Card
301822,2024-01-18,204,5024,1008,1,34.82,WEEKEND5,33.08,Card
301823,2024-01-18,201,5057,1010,2,48.67,WELCOME10,87.61,Card
301824,2024-01-18,202,5029,1010,2,49.36,,98.72,Cash
301825,2024-01-18,204,5056,1018,2,55.69,,111.38,Cash
301826,2024-01-18,202,5054,1010,1,50.36,,50.36,Card
301827,2024-01-18,204,5005,1009,2,41.74,BUNDLE15,70.96,Card
301828,2024-01-18,203,5035,1024,2,74.79,,149.58,Card
301829,2024-01-18,203,5019,1019,2,52.0,,104.0,ApplePay
301830,2024-01-18,203,5055,1001,1,24.97,BUNDLE15,21.22,Card
301831,2024-01-18,203,5077,1004,2,AED 31.94,,63.88,ApplePay
301832,2024-01-18,203,5069,1024,2,77.84,WELCOME10,140.11,Card
301833,2024-01-18,202,5044,1003,2,29.78,,59.56,Card
301834,2024-01-18,203,5078,1010,1,44.16,WEEKEND5,41.95,Card
301835,2024-01-19,201,5042,1014,1,43.96,,43.96,Card
301836,2024-01-19,204,5095,1003,1,28.22,,28.22,Cash
301837,2024-01-19,201,5050,1022,3,71.5,,214.5,Cash
301838,2024-01-19,203,5060,1023,1,75.57,,75.57,Card
301839,2024-01-19,203,5001,1004,1,32.23,WELCOME10,29.01,Card
301840,2024-01-19,202,5051,1001,1,24.93,,24.93,Card
301841,2024-01-19,203,5016,1023,1,75.49,,75.49,Card
301842,2024-01-19,204,5039,1009,2,37.15,,74.3,ApplePay
301843,2024-01-19,203,5015,1017,2,47.08,WEEKEND5,89.45,Cash
301844,2024-01-19,202,5033,1014,1,43.15,,43.15,Cash
301845,2024-01-19,203,5087,1017,1,47.85,WEEKEND5,45.46,Card
301846,2024-01-19,203,5053,1001,1,25.44,,25.44,Tabby
301847,2024-01-19,203,5098,1010,3,42.67,,128.01,Cash
301848,2024-01-19,202,5017,1023,2,74.3,,148.6,Cash
301849,2024-01-19,201,5089,1016,1,50.69,,50.69,Card
301850,2024-01-19,203,5006,1025,1,76.49,WELCOME10,68.84,Cash
301851,2024-01-19,204,5031,1019,2,54.74,,109.48,Card
301852,2024-01-19,202,5069,1024,1,76.54,,76.54,Card
301853,2024-01-19,204,5040,1025,1,77.21,WEEKEND5,73.35,Card
301854,2024-01-19,203,5030,1003,1,27.92,,27.92,Tabby
301855,2024-01-19,202,5069,1012,2,AED 45.66,,77.62,Cash
301856,2024-01-19,203,5076,1003,2,28.27,,56.54,Card
301857,2024-01-19,204,5007,1015,2,45.03,,90.06,Card
301858,2024-01-19,202,5013,1017,3,51.27,,153.81,Card
301859,2024-01-19,201,5004,1018,1,56.45,,56.45,Card
301860,2024-01-19,201,5050,1007,1,32.9,,32.9,ApplePay
301861,2024-01-19,201,5003,1019,1,46.81,,46.81,ApplePay
301862,2024-01-19,203,5012,1007,1,34.37,,34.37,Card
301863,2024-01-19,202,5065,1005,1,35.38,,35.38,Card
301864,2024-01-19,204,5027,1026,1,90.78,,90.78,Card
301865,2024-01-19,204,5050,1008,2,AED 35.64,,71.28,Card
301866,2024-01-19,203,5077,1021,1,70.05,,70.05,Card
301867,2024-01-19,203,5017,1016,2,47.7,,95.4,Card
301868,2024-01-19,204,5072,1016,1,AED 44.64,,44.64,Cash
301869,2024-01-19,202,5032,1019,2,50.0,,100.0,Card
301870,2024-01-19,203,5084,1025,2,80.85,,161.7,Card
301871,2024-01-19,202,5051,1015,1,49.45,BUNDLE15,42.03,Card
301872,2024-01-19,204,5017,1007,1,35.75,,35.75,Cash
301873,2024-01-19,202,5034,1005,2,32.49,,64.98,Card
301874,2024-01-19,201,5035,1023,1,75.17,,75.17,Card
301875,2024-01-19,204,5099,1011,1,50.35,,50.35,Card
301876,2024-01-19,201,5024,1010,1,42.41,,42.41,Card
301877,2024-01-19,204,5054,1025,1,76.03,WELCOME10,68.43,Card
301878,2024-01-19,201,5018,1021,1,69.2,,69.2,Cash
301879,2024-01-19,202,5050,1023,1,69.83,,69.83,Card
301880,2024-01-19,204,5046,1009,1,39.33,,39.33,Card
301881,2024-01-19,204,5048,1001,2,24.38,WELCOME10,43.88,Cash
301882,2024-01-19,201,5033,1020,2,57.58,,115.16,Cash
301883,2024-01-19,202,5087,1001,2,24.92,WEEKEND5,47.35,Card
301884,2024-01-19,204,5089,1008,1,35.02,,35.02,Card
301885,2024-01-19,203,5027,1003,1,29.8,,29.8,
301886,2024-01-19,201,5001,1002,1,27.56,,27.56,Card
301887,2024-01-19,204,5085,1004,2,34.13,,68.26,Card
301888,2024-01-19,202,5059,1019,1,53.01,BUNDLE15,45.06,Card
301889,2024-01-19,202,5010,1011,1,45.98,,45.98,Card
301890,2024-01-19,202,5095,1005,1,32.47,,32.47,ApplePay
301891,2024-01-19,202,5025,1024,2,69.18,WELCOME10,124.52,Cash
301892,2024-01-19,201,5084,1010,2,46.38,,92.76,Cash
301893,2024-01-19,204,5057,1024,1,80.61,,80.61,Card
301894,2024-01-19,201,5066,1023,2,77.15,,154.3,ApplePay
301895,2024-01-19,201,5015,1008,1,33.26,WEEKEND5,31.6,Card
301896,2024-01-19,202,5028,1013,1,52.28,,52.28,Card
301897,2024-01-19,203,5013,1005,1,36.03,,36.03,Tabby
301898,2024-01-19,202,5014,1026,1,77.84,WELCOME10,70.06,ApplePay
301899,2024-01-19,203,5066,1026,2,82.61,,165.22,Card
301900,2024-01-19,201,5034,1012,2,42.82,,85.64,Card
301901,2024-01-19,202,5099,1013,2,54.31,,108.62,Card
301902,2024-01-19,202,5025,1022,1,79.21,,79.21,ApplePay
301903,2024-01-19,201,5054,1008,2,38.74,,77.48,Tabby
301904,2024-01-19,202,5079,1015,2,47.13,,94.26,Card
301905,2024-01-19,204,5012,1013,1,53.12,,53.12,Card
301906,2024-01-19,203,5009,1001,1,24.03,,24.03,Card
301907,2024-01-19,203,5031,1022,1,73.44,,73.44,Cash
301908,2024-01-19,203,5078,1006,2,37.16,,74.32,Card
301909,2024-01-19,202,5093,1011,1,49.08,,49.08,Card
301910,2024-01-19,204,5053,1013,1,55.38,WEEKEND5,52.61,ApplePay
301911,2024-01-19,202,5043,1021,1,74.03,,74.03,Cash
301912,2024-01-19,203,5038,1020,1,56.83,WELCOME10,51.15,Card
301913,2024-01-19,202,5042,1001,1,25.29,WEEKEND5,24.03,Tabby
301914,2024-01-19,203,5072,1011,2,49.54,,99.08,Cash
301915,2024-01-19,201,5048,1026,1,AED 86.94,,86.94,ApplePay
301916,2024-01-19,203,5067,1011,2,46.54,,93.08,Card
301917,2024-01-19,201,5066,1008,3,36.81,WEEKEND5,104.91,Card
301918,2024-01-19,201,5016,1022,2,75.97,,151.94,ApplePay
301919,2024-01-19,201,5083,1003,2,29.07,,58.14,Card
301920,2024-01-19,203,5094,1019,1,48.82,,48.82,Card
301921,2024-01-19,204,5016,1012,1,46.03,WEEKEND5,43.73,Card
301922,2024-01-19,203,5031,1006,2,38.27,WELCOME10,68.89,Card
301923,2024-01-19,202,5058,1023,1,73.9,,73.9,Tabby
301924,2024-01-19,202,5028,1008,1,37.14,,37.14,Card
301925,2024-01-19,204,5004,1005,1,33.25,,33.25,Card
301926,2024-01-19,204,5010,1010,3,43.8,,131.4,Cash
301927,2024-01-19,204,5051,1022,1,70.66,,70.66,ApplePay
301928,2024-01-19,201,5018,1016,3,49.08,,147.24,Card
301929,2024-01-19,204,5047,1012,2,41.31,,82.62,Card
301930,2024-01-19,204,5032,1017,1,48.72,,48.72,Card
301931,2024-01-19,204,5030,1006,1,35.88,,35.88,Card
301932,2024-01-19,203,5036,1009,1,40.2,WEEKEND5,38.19,ApplePay
301933,2024-01-19,202,5009,1010,1,41.82,BUNDLE15,35.55,Tabby
301934,2024-01-19,202,5036,1020,1,53.55,,53.55,Card
301935,2024-01-19,204,5029,1014,2,43.62,,87.24,Cash
301936,2024-01-19,202,5016,1014,1,42.19,WEEKEND5,40.08,ApplePay
301937,2024-01-19,203,5092,1026,2,83.72,WEEKEND5,159.07,ApplePay
301938,2024-01-19,202,5021,1017,1,47.92,,47.92,Cash
301939,2024-01-19,201,5064,1025,1,78.98,,75.03,Card
301940,2024-01-19,203,5066,1016,1,47.31,BUNDLE15,40.21,Cash
301941,2024-01-20,201,5065,1002,2,28.25,,56.5,Tabby
301942,2024-01-20,202,5080,1020,1,54.44,,54.44,Card
301943,2024-01-20,204,5060,1004,3,36.35,,109.05,Cash
301944,2024-01-20,204,5068,1001,1,23.73,,23.73,Tabby
301945,2024-01-20,202,5029,1007,1,35.21,,35.21,Cash
301946,2024-01-20,204,5038,1023,2,AED 76.70,,153.4,Cash
301947,2024-01-20,202,5092,1026,1,80.71,,80.71,Card
301948,2024-01-20,203,5022,1011,1,49.99,,49.99,Card
301949,2024-01-20,203,5008,1026,1,87.63,WELCOME10,78.87,ApplePay
301950,2024-01-20,201,5063,1010,1,45.58,,45.58,Card
301951,2024-01-20,201,5096,1001,2,25.19,,50.38,Card
301952,2024-01-20,201,5097,1011,3,48.34,WEEKEND5,137.77,Card
301953,2024-01-20,201,5013,1024,2,78.94,,157.88,Card
301954,2024-01-20,202,5027,1010,1,47.37,,47.37,Card
301955,2024-01-20,203,5018,1014,1,43.76,,43.76,ApplePay
301956,2024-01-20,202,5018,1014,1,48.22,,48.22,ApplePay
301957,2024-01-20,204,5077,1007,1,33.04,,33.04,Card
301958,2024-01-20,204,5086,1023,2,72.16,WELCOME10,129.89,Card
